json_data,list-card-link href,list-card-addr,list-card-extra-info,list-card-price,list-card-details,list-card-label,list-card-details 2,list-card-label 2,list-card-details 3,list-card-label 3,list-card-statusText,list-card-variable-text,list-card-link src,j
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""192 Greenpoint Ave #2p, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""900""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""192 Greenpoint Ave #2P"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.730143,""longitude"":-73.952602},""url"":""https://www.zillow.com/homedetails/192-Greenpoint-Ave-2P-Brooklyn-NY-11222/2072795378_zpid/""}",https://www.zillow.com/homedetails/192-Greenpoint-Ave-2P-Brooklyn-NY-11222/2072795378_zpid/,"192 Greenpoint Ave #2P, Brooklyn, NY 11222",LISTING BY: CODA REAL ESTATE NYC (646-644-1480),"$2,599/mo",2,bds,1,ba,900,sqft,Apartment for rent,1 day ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""84 Newell St #1r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,000""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""84 Newell St #1R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.725384,""longitude"":-73.947417},""url"":""https://www.zillow.com/homedetails/84-Newell-St-1R-Brooklyn-NY-11222/2072795382_zpid/""}",https://www.zillow.com/homedetails/84-Newell-St-1R-Brooklyn-NY-11222/2072795382_zpid/,"84 Newell St #1R, Brooklyn, NY 11222",LISTING BY: CODA REAL ESTATE NYC (646-644-1480),"$2,900/mo",3,bds,2,ba,"1,000",sqft,Apartment for rent,1 day ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""208 Huron St Apt 4r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""208 Huron St APT 4R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.732989,""longitude"":-73.952888},""url"":""https://www.zillow.com/homedetails/208-Huron-St-APT-4R-Brooklyn-NY-11222/2104050914_zpid/""}",https://www.zillow.com/homedetails/208-Huron-St-APT-4R-Brooklyn-NY-11222/2104050914_zpid/,"208 Huron St APT 4R, Brooklyn, NY 11222",LISTING BY: NEXTSTOPNY (212-601-2686),"$2,200/mo",2,bds,1,ba,--,sqft,Apartment for rent,1 day ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""231 N Henry St Apt 1l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""231 N Henry St APT 1L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.727069,""longitude"":-73.944079},""url"":""https://www.zillow.com/homedetails/231-N-Henry-St-APT-1L-Brooklyn-NY-11222/2086465166_zpid/""}",https://www.zillow.com/homedetails/231-N-Henry-St-APT-1L-Brooklyn-NY-11222/2086465166_zpid/,"231 N Henry St APT 1L, Brooklyn, NY 11222",LISTING BY: COMPASS (347-552-7373),"$3,500/mo",3,bds,2,ba,--,sqft,Apartment for rent,1 day ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
,https://www.zillow.com/b/500-leonard-st-brooklyn-ny-9mdytG/,"500 Leonard St, Brooklyn, NY",,"$3,000+",,2 bds,,,,,,1 day ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
,https://www.zillow.com/b/156-dupont-st-brooklyn-ny-3mMh/,"156 Dupont St, Brooklyn, NY",,"$2,400+",,1 bd,,,,,,1 day ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
,https://www.zillow.com/b/155-huron-st-brooklyn-ny-7j7g/,"155 Huron St, Brooklyn, NY",,"$2,500 ","$2,497 ",2 bds,,3 bds,,,,2 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
,https://www.zillow.com/b/168-bayard-st-brooklyn-ny-3pHL/,"168 Bayard St, Brooklyn, NY",,"$2,400+",,3 bds,,,,,,2 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""92 Diamond St Apt 2r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""92 Diamond St APT 2R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.725914,""longitude"":-73.946733},""url"":""https://www.zillow.com/homedetails/92-Diamond-St-APT-2R-Brooklyn-NY-11222/2108426399_zpid/""}",https://www.zillow.com/homedetails/92-Diamond-St-APT-2R-Brooklyn-NY-11222/2108426399_zpid/,"92 Diamond St APT 2R, Brooklyn, NY 11222",LISTING BY: NATIVE REAL ESTATE LLC (347-348-6137),"$2,131/mo",1,bd,1,ba,--,sqft,Apartment for rent,2 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""92 Diamond St Apt 2r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""92 Diamond St APT 2R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.725914,""longitude"":-73.946733},""url"":""https://www.zillow.com/homedetails/92-Diamond-St-APT-2R-Brooklyn-NY-11222/2108426399_zpid/""}",https://www.zillow.com/homedetails/92-Diamond-St-APT-2R-Brooklyn-NY-11222/2108426399_zpid/,"92 Diamond St APT 2R, Brooklyn, NY 11222",LISTING BY: NATIVE REAL ESTATE LLC (347-348-6137),"$2,131/mo",1,bd,1,ba,--,sqft,Apartment for rent,2 days ago,https://photos.zillowstatic.com/fp/aa6e42f5f1bb98360115aedc8e1aed22-p_e.jpg,Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""126 Norman Ave Apt 2r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""126 Norman Ave APT 2R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.72592,""longitude"":-73.949541},""url"":""https://www.zillow.com/homedetails/126-Norman-Ave-APT-2R-Brooklyn-NY-11222/2072821245_zpid/""}",https://www.zillow.com/homedetails/126-Norman-Ave-APT-2R-Brooklyn-NY-11222/2072821245_zpid/,"126 Norman Ave APT 2R, Brooklyn, NY 11222","LISTING BY: PROPER REAL ESTATE, LLC (718-389-5833)","$1,999/mo",1,bd,1,ba,--,sqft,Apartment for rent,2 days ago,https://photos.zillowstatic.com/fp/8cd22f3009d0a9af5b7ecf1d8fb1cdb8-p_e.jpg,Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""56 Box St #1m, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""56 Box St #1M"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.737176,""longitude"":-73.954258},""url"":""https://www.zillow.com/homedetails/56-Box-St-1M-Brooklyn-NY-11222/2072821294_zpid/""}",https://www.zillow.com/homedetails/56-Box-St-1M-Brooklyn-NY-11222/2072821294_zpid/,"56 Box St #1M, Brooklyn, NY 11222",LISTING BY: NOOKLYN.COM LLC (914-489-8885),"$2,799/mo",2,bds,1,ba,--,sqft,Apartment for rent,2 days ago,https://photos.zillowstatic.com/fp/870aa304265170122e4455cc7598f0ee-p_e.jpg,Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""131 Mcguinness Blvd Apt 3r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""800""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""131 Mcguinness Blvd APT 3R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.726802,""longitude"":-73.949795},""url"":""https://www.zillow.com/homedetails/131-Mcguinness-Blvd-APT-3R-Brooklyn-NY-11222/2114851726_zpid/""}",https://www.zillow.com/homedetails/131-Mcguinness-Blvd-APT-3R-Brooklyn-NY-11222/2114851726_zpid/,"131 Mcguinness Blvd APT 3R, Brooklyn, NY 11222",LISTING BY: CODA REAL ESTATE NYC (917-678-7941),"$2,250/mo",2,bds,1,ba,800,sqft,Apartment for rent,2 days ago,https://photos.zillowstatic.com/fp/d243d968d0c3c1da41eaf5d6cfaa2437-p_e.jpg,Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""74 India St Apt B3, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""74 India St APT B3"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.731938,""longitude"":-73.957659},""url"":""https://www.zillow.com/homedetails/74-India-St-APT-B3-Brooklyn-NY-11222/2086294530_zpid/""}",https://www.zillow.com/homedetails/74-India-St-APT-B3-Brooklyn-NY-11222/2086294530_zpid/,"74 India St APT B3, Brooklyn, NY 11222",LISTING BY: SPIRE GROUP (718-350-6438),"$1,800/mo",1,bd,1,ba,--,sqft,Apartment for rent,2 days ago,https://photos.zillowstatic.com/fp/ee665b41c84c1f76e536dbb82d08d2ee-p_e.jpg,Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""583 Meeker Ave Apt 3l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""583 Meeker Ave APT 3L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.721591,""longitude"":-73.942432},""url"":""https://www.zillow.com/homedetails/583-Meeker-Ave-APT-3L-Brooklyn-NY-11222/2113600543_zpid/""}",https://www.zillow.com/homedetails/583-Meeker-Ave-APT-3L-Brooklyn-NY-11222/2113600543_zpid/,"583 Meeker Ave APT 3L, Brooklyn, NY 11222",LISTING BY: TERRA MAGIA INC,"$2,600/mo",2,bds,2,ba,--,sqft,Apartment for rent,2 days ago,https://photos.zillowstatic.com/fp/9f83eff4564aeaa8c111ec566c792a41-p_e.jpg,Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""131 Newton St Apt 3r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""131 Newton St APT 3R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.720771,""longitude"":-73.946736},""url"":""https://www.zillow.com/homedetails/131-Newton-St-APT-3R-Brooklyn-NY-11222/2072831384_zpid/""}",https://www.zillow.com/homedetails/131-Newton-St-APT-3R-Brooklyn-NY-11222/2072831384_zpid/,"131 Newton St APT 3R, Brooklyn, NY 11222",LISTING BY: NATIVE REAL ESTATE LLC (570-350-5670),"$2,050/mo",--,bds,1,ba,--,sqft,Apartment for rent,2 days ago,https://photos.zillowstatic.com/fp/e169ced6f9145a47389e4e51ff0488d0-p_e.jpg,Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""190 Huron St #3, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""700""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""190 Huron St #3"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.732913,""longitude"":-73.953696},""url"":""https://www.zillow.com/homedetails/190-Huron-St-3-Brooklyn-NY-11222/2072832498_zpid/""}",https://www.zillow.com/homedetails/190-Huron-St-3-Brooklyn-NY-11222/2072832498_zpid/,"190 Huron St #3, Brooklyn, NY 11222",LISTING BY: DREAM SPACE REALTY (917-515-4624),"$2,400/mo",1,bd,1,ba,700,sqft,Apartment for rent,2 days ago,https://photos.zillowstatic.com/fp/95b8d051197848873f38b3f00b95268d-p_e.jpg,Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""100 Clay St Apt 4, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,100""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""100 Clay St APT 4"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.736467,""longitude"":-73.954184},""url"":""https://www.zillow.com/homedetails/100-Clay-St-APT-4-Brooklyn-NY-11222/2072849354_zpid/""}",https://www.zillow.com/homedetails/100-Clay-St-APT-4-Brooklyn-NY-11222/2072849354_zpid/,"100 Clay St APT 4, Brooklyn, NY 11222",LISTING BY: MPGL REALTY CORP,"$1,950/mo",2,bds,1,ba,"1,100",sqft,Apartment for rent,3 days ago,"https://maps.googleapis.com/maps/api/streetview?size=575x242&location=40.736467,-73.954184&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=mU1MTGXz6VuTeifCdD2uYY5OO7E=",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""1142 Manhattan Ave #2l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,000""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""1142 Manhattan Ave #2L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.737455,""longitude"":-73.955291},""url"":""https://www.zillow.com/homedetails/1142-Manhattan-Ave-2L-Brooklyn-NY-11222/2072853443_zpid/""}",https://www.zillow.com/homedetails/1142-Manhattan-Ave-2L-Brooklyn-NY-11222/2072853443_zpid/,"1142 Manhattan Ave #2L, Brooklyn, NY 11222",LISTING BY: COMPASS (917-750-6811),"$2,495/mo",2,bds,1,ba,"1,000",sqft,Apartment for rent,3 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""214 Driggs Ave #2r, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""850""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""214 Driggs Ave #2R"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.722979,""longitude"":-73.946779},""url"":""https://www.zillow.com/homedetails/214-Driggs-Ave-2R-Brooklyn-NY-11222/2077795922_zpid/""}",https://www.zillow.com/homedetails/214-Driggs-Ave-2R-Brooklyn-NY-11222/2077795922_zpid/,"214 Driggs Ave #2R, Brooklyn, NY 11222","LISTING BY: PROPER REAL ESTATE, LLC (718-389-5833)","$2,200/mo",1,bd,1,ba,850,sqft,Apartment for rent,3 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""137 Mcguinness Blvd #2l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""137 Mcguinness Blvd #2L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.726991,""longitude"":-73.949903},""url"":""https://www.zillow.com/homedetails/137-Mcguinness-Blvd-2L-Brooklyn-NY-11222/2072868923_zpid/""}",https://www.zillow.com/homedetails/137-Mcguinness-Blvd-2L-Brooklyn-NY-11222/2072868923_zpid/,"137 Mcguinness Blvd #2L, Brooklyn, NY 11222","LISTING BY: PROPER REAL ESTATE, LLC (718-389-5833)","$1,999/mo",1,bd,1,ba,--,sqft,Apartment for rent,3 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""70 Box St Apt 2l, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":""1,000""},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""70 Box St APT 2L"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.737232,""longitude"":-73.953672},""url"":""https://www.zillow.com/homedetails/70-Box-St-APT-2L-Brooklyn-NY-11222/2092230965_zpid/""}",https://www.zillow.com/homedetails/70-Box-St-APT-2L-Brooklyn-NY-11222/2092230965_zpid/,"70 Box St APT 2L, Brooklyn, NY 11222",LISTING BY: MPGL REALTY CORP,"$1,950/mo",2,bds,1,ba,"1,000",sqft,Apartment for rent,4 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
"{""@type"":""SingleFamilyResidence"",""@context"":""http://schema.org"",""name"":""107 Dupont St #3f, Brooklyn, NY 11222"",""floorSize"":{""@type"":""QuantitativeValue"",""@context"":""http://schema.org"",""value"":null},""address"":{""@type"":""PostalAddress"",""@context"":""http://schema.org"",""streetAddress"":""107 Dupont St #3F"",""addressLocality"":""Brooklyn"",""addressRegion"":""NY"",""postalCode"":""11222""},""geo"":{""@type"":""GeoCoordinates"",""@context"":""http://schema.org"",""latitude"":40.736022,""longitude"":-73.955858},""url"":""https://www.zillow.com/homedetails/107-Dupont-St-3F-Brooklyn-NY-11222/2072891953_zpid/""}",https://www.zillow.com/homedetails/107-Dupont-St-3F-Brooklyn-NY-11222/2072891953_zpid/,"107 Dupont St #3F, Brooklyn, NY 11222",LISTING BY: HIGHLINE RESIDENTIAL,"$3,100/mo",--,bds,1.5,ba,--,sqft,Apartment for rent,4 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",Save this home
,https://www.zillow.com/b/67-java-st-brooklyn-ny-97cnhW/,"67 Java St, Brooklyn, NY",,"$2,350+",,2 bds,,,,,,4 days ago,"data:image/gif;base64,R0lGODlhAQABAIAAAAAAAP///yH5BAEAAAAALAAAAAABAAEAAAIBRAA7",
